"","date","NO2[ppb]","V2"
"1",2019-12-12 14:10:00,27.9695916058839,1
"2",2019-12-12 14:20:00,24.4205436967538,2
"3",2019-12-12 14:30:00,27.4517232611254,3
"4",2019-12-12 14:40:00,27.8181232394627,4
"5",2019-12-12 14:50:00,29.6619516437673,5
"6",2019-12-12 15:00:00,31.2453735373057,6
"7",2019-12-12 15:10:00,32.627907786024,7
"8",2019-12-12 15:20:00,27.6695644097597,8
"9",2019-12-12 15:30:00,36.2506103354398,9
"10",2019-12-12 15:40:00,44.2201441272806,10
"11",2019-12-12 15:50:00,53.4229097475821,11
"12",2019-12-12 16:00:00,48.0649246639474,12
"13",2019-12-12 16:10:00,49.471467136906,13
"14",2019-12-12 16:20:00,53.8260174951063,14
"15",2019-12-12 16:40:00,51.8839312124983,15
"16",2019-12-12 16:50:00,46.495541977337,16
"17",2019-12-12 17:00:00,33.9104722855413,17
"18",2019-12-12 17:10:00,32.5938347432143,18
"19",2019-12-12 17:20:00,31.8502608811341,19
"20",2019-12-12 17:30:00,46.0911175035987,20
"21",2019-12-12 17:40:00,39.8555348809201,21
"22",2019-12-12 17:50:00,39.3741758082547,22
"23",2019-12-12 18:00:00,42.5206800008701,23
"24",2019-12-12 18:10:00,42.4408067684905,24
"25",2019-12-12 18:20:00,49.0538143594751,25
"26",2019-12-12 18:30:00,42.2548319606078,26
"27",2019-12-12 18:40:00,34.1618682815067,27
"28",2019-12-12 18:50:00,35.2124714500362,28
"29",2019-12-12 19:00:00,34.3895837475967,29
"30",2019-12-12 19:10:00,27.5538821533256,30
"31",2019-12-12 19:20:00,31.5926111407875,31
"32",2019-12-12 19:40:00,31.6273090224624,32
"33",2019-12-12 19:50:00,29.1732677332632,33
"34",2019-12-12 20:00:00,24.8715363591997,34
"35",2019-12-12 20:10:00,27.9371399390226,35
"36",2019-12-12 20:20:00,23.6299284439952,36
"37",2019-12-12 20:30:00,23.6280964209685,37
"38",2019-12-12 20:40:00,23.0529919039529,38
"39",2019-12-12 20:50:00,24.9128412914478,39
"40",2019-12-12 21:00:00,24.3289609216695,40
"41",2019-12-12 21:10:00,27.4387263786145,41
"42",2019-12-12 21:20:00,26.936283916492,42
"43",2019-12-12 21:30:00,23.9057805548603,43
"44",2019-12-12 21:40:00,20.0449865470253,44
"45",2019-12-12 21:50:00,21.0657092274874,45
"46",2019-12-12 22:00:00,25.4025813708657,46
"47",2019-12-12 22:10:00,24.484573321888,47
"48",2019-12-12 22:20:00,24.3712476503433,48
"49",2019-12-12 22:40:00,13.3273215965899,49
"50",2019-12-12 22:50:00,18.8388273638079,50
"51",2019-12-12 23:00:00,18.0804713412564,51
"52",2019-12-12 23:10:00,18.0223685808268,52
"53",2019-12-12 23:20:00,16.7780975421599,53
"54",2019-12-12 23:30:00,16.9097870481787,54
"55",2019-12-12 23:40:00,19.7114396968735,55
"56",2019-12-12 23:50:00,14.2950669732733,56
"57",2019-12-13 00:00:00,20.4103573089657,57
"58",2019-12-13 00:10:00,26.8048852487484,58
"59",2019-12-13 00:20:00,19.2297289756495,59
"60",2019-12-13 00:30:00,18.8927651196184,60
"61",2019-12-13 00:40:00,13.7892393665857,61
"62",2019-12-13 00:50:00,11.988693500025,62
"63",2019-12-13 01:00:00,10.9806528881463,63
"64",2019-12-13 01:10:00,11.8244444766028,64
"65",2019-12-13 01:20:00,12.2018374224182,65
"66",2019-12-13 01:40:00,12.5339674094121,66
"67",2019-12-13 01:50:00,11.9448373291189,67
"68",2019-12-13 02:00:00,11.5886165634465,68
"69",2019-12-13 02:10:00,11.0835288345738,69
"70",2019-12-13 02:20:00,13.1798625253087,70
"71",2019-12-13 02:30:00,14.0077275415419,71
"72",2019-12-13 02:40:00,13.145325283138,72
"73",2019-12-13 02:50:00,12.766982753542,73
"74",2019-12-13 03:00:00,15.3347283785834,74
"75",2019-12-13 03:10:00,16.8423296372224,75
"76",2019-12-13 03:20:00,16.7185790887964,76
"77",2019-12-13 03:30:00,19.3443927126172,77
"78",2019-12-13 03:40:00,23.8188959732022,78
"79",2019-12-13 04:40:00,35.9222486003934,79
"80",2019-12-13 04:50:00,39.698589968019,80
"81",2019-12-13 05:00:00,46.7760070971095,81
"82",2019-12-13 05:10:00,57.3390971391564,82
"83",2019-12-13 05:20:00,52.6556742168497,83
"84",2019-12-13 05:30:00,54.2543462428195,84
"85",2019-12-13 05:40:00,43.1766865192955,85
"86",2019-12-13 05:50:00,56.0114797866649,86
"87",2019-12-13 06:00:00,59.4657571647207,87
"88",2019-12-13 06:10:00,53.2834866132528,88
"89",2019-12-13 06:20:00,50.1338513292347,89
"90",2019-12-13 06:30:00,48.9750631759328,90
"91",2019-12-13 06:40:00,52.1064642271562,91
"92",2019-12-13 06:50:00,57.5813460917783,92
"93",2019-12-13 07:00:00,53.5499769987179,93
"94",2019-12-13 07:10:00,37.0874369594124,94
"95",2019-12-13 07:20:00,22.4418630024468,95
"96",2019-12-13 07:40:00,21.1583146952183,96
"97",2019-12-13 07:50:00,20.3872039795959,97
"98",2019-12-13 08:00:00,21.0732642890151,98
"99",2019-12-13 08:10:00,23.7376734354576,99
"100",2019-12-13 08:20:00,21.2221494613929,100
"101",2019-12-13 08:30:00,18.9122931192159,101
"102",2019-12-13 08:40:00,21.0318730055968,102
"103",2019-12-13 08:50:00,17.2733054610387,103
"104",2019-12-13 09:00:00,17.4761407547545,104
"105",2019-12-13 09:10:00,17.6486389911619,105
"106",2019-12-13 09:20:00,17.9248915140229,106
"107",2019-12-13 09:30:00,21.5824424356871,107
"108",2019-12-13 09:40:00,23.6080698172956,108
"109",2019-12-13 09:50:00,27.904046263521,109
"110",2019-12-13 10:00:00,36.8061530969016,110
"111",2019-12-13 10:10:00,27.1163849547098,111
"112",2019-12-13 10:20:00,30.2719629820955,112
"113",2019-12-13 10:40:00,36.0259883125993,113
"114",2019-12-13 10:50:00,25.5138025075446,114
"115",2019-12-13 11:00:00,26.7998448643369,115
"116",2019-12-13 11:10:00,23.4875932698547,116
"117",2019-12-13 11:20:00,22.771315191217,117
"118",2019-12-13 11:30:00,27.1592941298978,118
"119",2019-12-13 11:40:00,23.8539086876401,119
"120",2019-12-13 11:50:00,27.0330287658238,120
"121",2019-12-13 12:00:00,23.4249560557511,121
"122",2019-12-13 12:10:00,21.4131568100289,122
"123",2019-12-13 12:20:00,25.1919896457216,123
"124",2019-12-13 12:30:00,29.0473526114703,124
"125",2019-12-13 12:40:00,27.0367267919255,125
"126",2019-12-13 12:50:00,27.4808307360669,126
"127",2019-12-13 13:00:00,32.3689904500984,127
"128",2019-12-13 13:10:00,30.3387336799626,128
"129",2019-12-13 13:20:00,30.8522774696346,129
"130",2019-12-13 13:40:00,31.0861360744942,130
"131",2019-12-13 13:50:00,27.5949569391787,131
"132",2019-12-13 14:00:00,29.0829478933288,132
"133",2019-12-13 14:10:00,30.9047545007464,133
"134",2019-12-13 14:20:00,37.2259817567941,134
"135",2019-12-13 14:30:00,44.8082872023584,135
"136",2019-12-13 14:40:00,34.227424582923,136
"137",2019-12-13 14:50:00,25.1403172314689,137
"138",2019-12-13 15:00:00,27.6847413806101,138
"139",2019-12-13 15:10:00,30.5293402656442,139
"140",2019-12-13 15:20:00,36.5340784044213,140
"141",2019-12-13 15:30:00,42.4869058268744,141
"142",2019-12-13 15:40:00,38.5549870093547,142
"143",2019-12-13 15:50:00,33.9344944178029,143
"144",2019-12-13 16:00:00,28.5770497661698,144
"145",2019-12-13 16:10:00,36.5697536071433,145
"146",2019-12-13 16:20:00,33.8355007770992,146
"147",2019-12-13 16:40:00,47.9911513505792,147
"148",2019-12-13 16:50:00,27.2555605165634,148
"149",2019-12-13 17:00:00,22.5831973744652,149
"150",2019-12-13 17:10:00,23.3016837957077,150
"151",2019-12-13 17:20:00,19.2804408215434,151
"152",2019-12-13 17:30:00,18.410651589694,152
"153",2019-12-13 17:40:00,20.3268253417669,153
"154",2019-12-13 17:50:00,16.535443380936,154
"155",2019-12-13 18:00:00,22.1904124402553,155
"156",2019-12-13 18:10:00,25.0728062145926,156
"157",2019-12-13 18:20:00,15.1342855749085,157
"158",2019-12-13 18:30:00,22.5926027664462,158
"159",2019-12-13 18:40:00,21.7327178671748,159
"160",2019-12-13 18:50:00,20.4886557197036,160
"161",2019-12-13 19:00:00,22.9449369846001,161
"162",2019-12-13 19:10:00,25.7208425237753,162
"163",2019-12-13 19:20:00,24.5419823661594,163
"164",2019-12-13 19:40:00,20.6873884109322,164
"165",2019-12-13 19:50:00,20.0745619180653,165
"166",2019-12-13 20:00:00,20.4276721755372,166
"167",2019-12-13 20:10:00,20.5424714745438,167
"168",2019-12-13 20:20:00,16.9447810185826,168
"169",2019-12-13 20:30:00,12.9627889065681,169
"170",2019-12-13 20:40:00,11.3046704718603,170
"171",2019-12-13 20:50:00,11.3614065216771,171
"172",2019-12-13 21:00:00,12.0022708719422,172
"173",2019-12-13 21:10:00,11.0222022189523,173
"174",2019-12-13 21:20:00,11.2713710532873,174
"175",2019-12-13 21:30:00,14.4759436522072,175
"176",2019-12-13 21:40:00,11.7365161959269,176
"177",2019-12-13 21:50:00,14.4173770799178,177
"178",2019-12-13 22:00:00,17.8351482483442,178
"179",2019-12-13 22:10:00,14.4712250389421,179
"180",2019-12-13 22:20:00,17.1759543841795,180
"181",2019-12-13 22:40:00,16.4730545033426,181
"182",2019-12-13 22:50:00,16.4109268561666,182
"183",2019-12-13 23:00:00,17.7860691421597,183
"184",2019-12-13 23:10:00,19.1817909652812,184
"185",2019-12-13 23:20:00,19.3959725500926,185
"186",2019-12-13 23:30:00,22.4883203767828,186
"187",2019-12-13 23:40:00,16.1854663995731,187
"188",2019-12-13 23:50:00,15.6797865771734,188
"189",2019-12-14 00:00:00,22.2414389455915,189
