"","date","NO2[ppb]","V2"
"1",2019-12-12 14:10:00,26.1292580765296,1
"2",2019-12-12 14:20:00,23.9295360659524,2
"3",2019-12-12 14:30:00,24.0413920558334,3
"4",2019-12-12 14:40:00,23.4730804566667,4
"5",2019-12-12 14:50:00,26.9902900866667,5
"6",2019-12-12 15:00:00,29.944434872381,6
"7",2019-12-12 15:10:00,29.2726092507143,7
"8",2019-12-12 15:20:00,24.6221875817647,8
"9",2019-12-12 15:30:00,31.8385161114286,9
"10",2019-12-12 15:40:00,38.9124802449999,10
"11",2019-12-12 15:50:00,42.6710698533333,11
"12",2019-12-12 16:00:00,39.1522938933333,12
"13",2019-12-12 16:10:00,41.2302469583333,13
"14",2019-12-12 16:30:00,46.515876125,14
"15",2019-12-12 16:40:00,46.88293919,15
"16",2019-12-12 16:50:00,48.2874735399999,16
"17",2019-12-12 17:00:00,39.5083198666666,17
"18",2019-12-12 17:10:00,37.65168065,18
"19",2019-12-12 17:20:00,39.1606817999999,19
"20",2019-12-12 17:30:00,42.5962010666667,20
"21",2019-12-12 17:40:00,36.2580966083333,21
"22",2019-12-12 17:50:00,36.6179754158333,22
"23",2019-12-12 18:00:00,39.6216446966666,23
"24",2019-12-12 18:10:00,37.6613093016666,24
"25",2019-12-12 18:20:00,44.9370106766666,25
"26",2019-12-12 18:30:00,38.5774692466667,26
"27",2019-12-12 18:40:00,33.8370860766667,27
"28",2019-12-12 18:50:00,34.97115597,28
"29",2019-12-12 19:00:00,34.241772185,29
"30",2019-12-12 19:10:00,33.7718670516667,30
"31",2019-12-12 19:30:00,29.9429003445238,31
"32",2019-12-12 19:40:00,33.0922086178572,32
"33",2019-12-12 19:50:00,30.1592856616667,33
"34",2019-12-12 20:00:00,29.3508175995238,34
"35",2019-12-12 20:10:00,26.7533337183334,35
"36",2019-12-12 20:20:00,23.4918873759523,36
"37",2019-12-12 20:30:00,25.5168414966667,37
"38",2019-12-12 20:40:00,23.3019296657143,38
"39",2019-12-12 20:50:00,24.8004684107143,39
"40",2019-12-12 21:00:00,25.58533681,40
"41",2019-12-12 21:10:00,27.8730051166667,41
"42",2019-12-12 21:20:00,28.7836797199999,42
"43",2019-12-12 21:30:00,26.5118064516666,43
"44",2019-12-12 21:40:00,23.2207377577846,44
"45",2019-12-12 21:50:00,21.9818377066667,45
"46",2019-12-12 22:00:00,26.9059101305836,46
